# started on Wed Nov 29 10:14:39 2023

38263375,,INST_RETIRED.ANY_P,19728657,46.82,,
103594242,,UOPS_EXECUTED.STALL_CYCLES,55350219,75.04,,
2491541,,EXE_ACTIVITY.4_PORTS_UTIL,86982360,85.78,,
103018,,ARITH.DIVIDER_ACTIVE,116401906,90.23,,
71876,,LD_BLOCKS_PARTIAL.ADDRESS_ALIAS,148383956,94.18,,
4104,,BR_INST_RETIRED.FAR_BRANCH,125093059,67.66,,
2578719,,UOPS_EXECUTED.X87,121175931,58.08,,
0,,LOAD_HIT_PRE.SW_PF,115939250,49.90,,
9732,,BR_MISP_RETIRED.NEAR_CALL,96659951,39.45,,
380667405,,CYCLE_ACTIVITY.STALLS_TOTAL,65929065,26.76,,
4146982,,UOPS_ISSUED.SLOW_LEA,38214052,15.53,,
415759134,,UOPS_RETIRED.TOTAL_CYCLES,14031187,6.41,,
346628480,,CPU_CLK_UNHALTED.THREAD_P,1328436,0.61,,
<not counted>,,UOPS_EXECUTED.CYCLES_GE_2_UOPS_EXEC,0,0.00,,
<not counted>,,CPU_CLK_THREAD_UNHALTED.REF_XCLK,0,0.00,,
<not counted>,,MACHINE_CLEARS.COUNT,0,0.00,,
<not counted>,,CPU_CLK_UNHALTED.THREAD_ANY,0,0.00,,
<not counted>,,UOPS_EXECUTED.THREAD,0,0.00,,
<not counted>,,UOPS_EXECUTED.CYCLES_GE_3_UOPS_EXEC,0,0.00,,
<not counted>,,UOPS_EXECUTED.CORE_CYCLES_NONE,0,0.00,,
<not counted>,,EXE_ACTIVITY.BOUND_ON_STORES,0,0.00,,
<not counted>,,CYCLE_ACTIVITY.CYCLES_L1D_MISS,0,0.00,,
<not counted>,,LSD.CYCLES_ACTIVE,0,0.00,,
<not counted>,,INT_MISC.RECOVERY_CYCLES,0,0.00,,
<not counted>,,CPU_CLK_UNHALTED.REF_XCLK,0,0.00,,
<not counted>,,UOPS_DISPATCHED_PORT.PORT_0,0,0.00,,
<not counted>,,UOPS_DISPATCHED_PORT.PORT_1,0,0.00,,
<not counted>,,UOPS_DISPATCHED_PORT.PORT_2,0,0.00,,
<not counted>,,UOPS_DISPATCHED_PORT.PORT_3,0,0.00,,
<not counted>,,UOPS_DISPATCHED_PORT.PORT_4,0,0.00,,
<not counted>,,UOPS_DISPATCHED_PORT.PORT_5,0,0.00,,
<not counted>,,UOPS_DISPATCHED_PORT.PORT_6,0,0.00,,
<not counted>,,UOPS_DISPATCHED_PORT.PORT_7,0,0.00,,
<not counted>,,INT_MISC.RECOVERY_CYCLES_ANY,0,0.00,,
<not counted>,,INST_RETIRED.PREC_DIST,0,0.00,,
<not counted>,,LSD.CYCLES_4_UOPS,0,0.00,,
<not counted>,,EXE_ACTIVITY.3_PORTS_UTIL,0,0.00,,
<not counted>,,LD_BLOCKS.STORE_FORWARD,0,0.00,,
<not counted>,,CPU_CLK_THREAD_UNHALTED.REF_XCLK_ANY,0,0.00,,
<not counted>,,PARTIAL_RAT_STALLS.SCOREBOARD,0,0.00,,
<not counted>,,UOPS_ISSUED.STALL_CYCLES,0,0.00,,
<not counted>,,BR_INST_RETIRED.COND_NTAKEN,0,0.00,,
<not counted>,,UOPS_EXECUTED.CORE_CYCLES_GE_3,0,0.00,,
<not counted>,,UOPS_EXECUTED.CORE_CYCLES_GE_1,0,0.00,,
<not counted>,,UOPS_EXECUTED.CORE_CYCLES_GE_4,0,0.00,,
<not counted>,,CPU_CLK_UNHALTED.REF_TSC,0,0.00,,
<not counted>,,BR_MISP_RETIRED.ALL_BRANCHES,0,0.00,,
<not counted>,,OTHER_ASSISTS.ANY,0,0.00,,
<not counted>,,UOPS_RETIRED.STALL_CYCLES,0,0.00,,
<not counted>,,LSD.UOPS,0,0.00,,
<not counted>,,CPU_CLK_THREAD_UNHALTED.ONE_THREAD_ACTIVE,0,0.00,,
<not counted>,,ILD_STALL.LCP,0,0.00,,
<not counted>,,RS_EVENTS.EMPTY_END,0,0.00,,
<not counted>,,CYCLE_ACTIVITY.CYCLES_MEM_ANY,0,0.00,,
<not counted>,,BR_INST_RETIRED.NEAR_TAKEN,0,0.00,,
<not counted>,,LD_BLOCKS.NO_SR,0,0.00,,
<not counted>,,UOPS_ISSUED.ANY,0,0.00,,
<not counted>,,CPU_CLK_UNHALTED.THREAD,0,0.00,,
<not counted>,,CPU_CLK_UNHALTED.REF_XCLK_ANY,0,0.00,,
<not counted>,,BR_INST_RETIRED.NEAR_CALL,0,0.00,,
<not counted>,,ROB_MISC_EVENTS.PAUSE_INST,0,0.00,,
